claim_id,dealer_id,vin,fleet_id,technician_id,filed_date,repair_date,claim_year,claim_month,claim_quarter,mileage_at_repair,vehicle_model,model_year,claim_type,symptom_reported,total_parts_cost,total_labor_hours,total_labor_cost,total_claim_amount,num_line_items,technician_narrative,status,risk_score,is_anomaly,anomaly_tier,anomaly_flags,days_to_warranty_end,prior_claims_on_vin,campaign_id,pre_authorized,submission_channel
WC-2023002407,DLR-018,3AKJGLDR6L1095,FLT-0018,DLR-018-TECH-12,2025-01-16,2025-01-12,2025,1,Q1,313112,Freightliner 108SD,2023,Base Warranty,Overheating at idle,1368.99,3.3,412.5,1781.49,1,Resealed DEF Dosing Unit. Verified repair and road tested.,Escalated,12,N,,,184,6,,N,PRISM Manual Entry
WC-2023002408,DLR-009,3AKJGLDR4S1020,FLT-0002,DLR-009-TECH-04,2025-09-19,2025-09-12,2025,9,Q3,363470,Western Star 49X,2024,Extended Warranty,Excessive exhaust smoke,1660.15,1.7,212.5,1872.65,1,Resealed Wiring Harness - Engine. Verified repair and road tested.,Escalated,9,N,,,1296,39,,N,PRISM Batch Upload
WC-2023002409,DLR-010,3AKKHLDR7Y1068,FLT-0031,DLR-010-TECH-08,2024-07-12,2024-07-08,2024,7,Q3,204746,Freightliner Cascadia,2024,Campaign/Recall,Battery not charging,5205.98,5.1,637.5,5843.48,2,Recalibrated Air Compressor. Overhauled ECM Module. Verified repair and road tested.,Under Review,22,N,,,1855,8,CAMP-0005,N,PRISM Batch Upload
WC-2023002410,DLR-001,3AKLHLDR7H1089,FLT-0032,DLR-001-TECH-07,2025-03-11,2025-03-10,2025,3,Q1,37592,Western Star 49X,2024,Extended Warranty,Unusual noise from engine bay,4958.92,5.0,625.0,5583.92,3,Recalibrated ECM Module. Replaced NOx Sensor. Recalibrated Driveshaft U-Joint. Verified repair and road tested.,Under Review,28,N,,,1604,8,,Y,PRISM Manual Entry
WC-2023002411,DLR-007,3AKLHLDR8M1100,FLT-0036,DLR-007-TECH-13,2024-01-02,2023-12-27,2024,1,Q1,294609,Western Star 49X,2023,Policy Adjustment,Fuel economy degradation,1529.02,3.2,400.0,1929.02,1,Inspected and repaired Intercooler. Verified repair and road tested.,Under Review,38,N,,,967,13,,N,Mobile App
WC-2023002412,DLR-016,3AKLGLDR2J1073,FLT-0039,DLR-016-TECH-08,2025-01-16,2025-01-16,2025,1,Q1,296946,Freightliner Cascadia,2022,Emissions Warranty,Excessive exhaust smoke,2793.38,3.0,375.0,3168.38,1,Inspected and repaired EGR Cooler Assembly. Verified repair and road tested.,Approved,19,N,,,-141,5,,N,PRISM Manual Entry
WC-2023002413,DLR-004,3AKLGLDR8A1141,FLT-0037,DLR-004-TECH-02,2024-07-19,2024-07-13,2024,7,Q3,459145,Freightliner M2 106,2023,Goodwill,Brake warning indicator,1783.71,1.9,237.5,2021.21,1,Resealed Wiring Harness - Engine. Verified repair and road tested.,Rejected,40,N,,,834,7,,N,API
WC-2023002414,DLR-018,3AKKHLDR5W1011,FLT-0034,DLR-018-TECH-09,2024-07-08,2024-07-02,2024,7,Q3,80707,Freightliner M2 112,2024,Campaign/Recall,Check engine light on,2493.74,3.9,487.5,2981.24,2,Cleaned and reinstalled Wiring Harness - Engine. Recalibrated Coolant Pump. Verified repair and road tested.,Escalated,11,N,,,808,9,CAMP-0010,N,PRISM Batch Upload
WC-2023002415,DLR-010,3AKJGLDR9I1035,FLT-0015,DLR-010-TECH-02,2024-02-25,2024-02-24,2024,2,Q1,405253,Freightliner 114SD,2024,Emissions Warranty,Fan clutch not engaging,3391.84,4.7,587.5,3979.34,3,Diagnosed and replaced Door Latch Assembly. Resealed Cab Air Spring. Cleaned and reinstalled SCR Catalyst. Verified repair and road tested.,Rejected,21,N,,,1139,9,,Y,PRISM Batch Upload
WC-2023002416,DLR-018,3AKKGLDR2D1183,FLT-0016,DLR-018-TECH-01,2023-12-06,2023-12-02,2023,12,Q4,448308,Western Star 47X,2023,Emissions Warranty,DEF quality warning,7581.62,7.0,875.0,8456.62,3,Overhauled Fuel Injector (each). Diagnosed and replaced Transmission Control Module. Overhauled SCR Catalyst. Verified repair and road tested.,Approved,40,N,,,422,6,,Y,PRISM Batch Upload
WC-2023002417,DLR-010,3AKKGLDR4L1031,FLT-0002,DLR-010-TECH-10,2025-05-10,2025-05-04,2025,5,Q2,227960,Western Star 47X,2023,Campaign/Recall,Check engine light on,3623.77,5.5,687.5,4311.27,2,Recalibrated DPF Filter Element. Resealed Radiator Assembly. Verified repair and road tested.,Under Review,8,N,,,1174,8,CAMP-0006,Y,API
WC-2023002418,DLR-007,3AKJGLDR6H1123,FLT-0008,DLR-007-TECH-08,2025-08-24,2025-08-20,2025,8,Q3,291509,Freightliner Cascadia,2024,Campaign/Recall,Vibration at highway speed,4828.86,5.9,737.5,5566.36,2,Overhauled ABS Sensor. Overhauled ECM Module. Verified repair and road tested.,Submitted,63,Y,tier1_systematic,subtle_labor_inflation|subtle_parts_inflation,810,18,CAMP-0005,Y,Mobile App
WC-2023002419,DLR-009,3AKKGLDR8D1069,FLT-0004,DLR-009-TECH-01,2024-05-17,2024-05-14,2024,5,Q2,267546,Freightliner 114SD,2024,Campaign/Recall,Turbo boost pressure low,4462.63,2.3,287.5,4750.13,1,Recalibrated ECM Module. Verified repair and road tested.,Rejected,11,N,,,1129,35,CAMP-0005,Y,PRISM Batch Upload
WC-2023002420,DLR-008,3AKJGLDR4B1044,FLT-0038,DLR-008-TECH-05,2025-04-17,2025-04-15,2025,4,Q2,403593,Freightliner 108SD,2023,Base Warranty,Turbo boost pressure low,2760.05,3.0,375.0,3135.05,1,Cleaned and reinstalled EGR Cooler Assembly. Verified repair and road tested.,Escalated,23,N,,,56,8,,N,API
WC-2023002421,DLR-012,3AKKHLDR0U1074,FLT-0005,DLR-012-TECH-02,2025-03-25,2025-03-25,2025,3,Q1,425501,Western Star 49X,2023,Campaign/Recall,Transmission fault code,587.7,2.1,262.5,850.2,1,Overhauled Coolant Pump. Verified repair and road tested.,Approved,27,N,,,489,15,CAMP-0007,N,PRISM Manual Entry
WC-2023002422,DLR-007,3AKLHLDR8M1100,FLT-0036,DLR-007-TECH-08,2024-12-18,2024-12-16,2024,12,Q4,294839,Western Star 49X,2023,Base Warranty,Fuel economy degradation,3842.18,7.0,875.0,4717.18,2,Overhauled EGR Cooler Assembly. Recalibrated Fan Clutch Assembly. Verified repair and road tested.,Rejected,7,N,,,616,14,,Y,API
WC-2023002423,DLR-008,3AKLGLDR5L1063,FLT-0029,DLR-008-TECH-06,2023-02-27,2023-02-20,2023,2,Q1,311404,Freightliner Cascadia,2021,Emissions Warranty,Brake warning indicator,5045.01,7.7,962.5,6007.51,3,Inspected and repaired DEF Dosing Unit. Resealed Clutch Assembly. Diagnosed and replaced Oil Cooler. Verified repair and road tested.,Approved,38,N,,,1227,15,,Y,PRISM Manual Entry
WC-2023002424,DLR-014,3AKKGLDR4N1001,FLT-0035,DLR-014-TECH-01,2025-04-09,2025-04-09,2025,4,Q2,368339,Freightliner 114SD,2024,Policy Adjustment,Hard starting in cold weather,986.63,6.0,750.0,1736.63,2,Overhauled Fan Clutch Assembly. Cleaned and reinstalled ABS Sensor. Verified repair and road tested.,Approved,31,N,,,1631,6,,N,PRISM Manual Entry
WC-2023002425,DLR-013,3AKJHLDR2C1058,FLT-0020,DLR-013-TECH-04,2024-12-16,2024-12-12,2024,12,Q4,89891,Freightliner Cascadia,2022,Policy Adjustment,AC not cooling,204.67,1.9,237.5,442.17,1,Resealed Door Latch Assembly. Verified repair and road tested.,Escalated,39,N,,,1089,27,,N,Mobile App
WC-2023002426,DLR-017,3AKKHLDR0R1119,FLT-0015,DLR-017-TECH-07,2025-12-02,2025-11-29,2025,12,Q4,277911,Freightliner Cascadia,2023,Extended Warranty,Fan clutch not engaging,3632.44,4.3,537.5,4169.94,2,Cleaned and reinstalled Driveshaft U-Joint. Overhauled Transmission Control Module. Verified repair and road tested.,Rejected,14,N,,,1123,14,,Y,PRISM Manual Entry
WC-2023002427,DLR-011,3AKKHLDR4C1003,FLT-0022,DLR-011-TECH-02,2023-03-08,2023-03-02,2023,3,Q1,113974,Freightliner M2 112,2024,Campaign/Recall,Vibration at highway speed,3174.52,3.2,400.0,3574.52,2,Resealed SCR Catalyst. Resealed Fuel Filter Housing. Verified repair and road tested.,Approved,18,N,,,1627,5,CAMP-0010,Y,Mobile App
WC-2023002428,DLR-008,3AKKGLDR6W1135,FLT-0005,DLR-008-TECH-06,2025-04-16,2025-04-13,2025,4,Q2,69601,Freightliner 108SD,2023,Policy Adjustment,DEF quality warning,5368.03,5.4,675.0,6043.03,2,Overhauled Brake Caliper Assembly. Overhauled ECM Module. Verified repair and road tested.,Submitted,15,N,,,395,11,,Y,PRISM Manual Entry
WC-2023002429,DLR-016,3AKLGLDR7U1159,FLT-0021,DLR-016-TECH-01,2025-05-18,2025-05-18,2025,5,Q2,120450,Freightliner M2 112,2024,Goodwill,Vibration at highway speed,657.85,2.3,287.5,945.35,1,Inspected and repaired Coolant Pump. Verified repair and road tested.,Under Review,7,N,,,853,11,,N,PRISM Batch Upload
WC-2023002430,DLR-003,3AKKGLDR8B1114,FLT-0003,DLR-003-TECH-02,2023-03-21,2023-03-21,2023,3,Q1,110985,Western Star 49X,2024,Emissions Warranty,Transmission fault code,6150.57,6.2,775.0,6925.57,3,Overhauled Wiring Harness - Engine. Overhauled DPF Filter Element. Replaced High Pressure Fuel Pump. Verified repair and road tested.,Under Review,38,N,,,1477,23,,N,Mobile App
WC-2023002431,DLR-001,3AKKHLDR5S1131,FLT-0011,DLR-001-TECH-02,2025-09-24,2025-09-17,2025,9,Q3,360784,Freightliner Cascadia,2021,Policy Adjustment,Fan clutch not engaging,6250.78,8.1,1012.5,7263.28,3,Replaced Starter Motor. Resealed Differential Assembly. Resealed Slack Adjuster. Verified repair and road tested.,Submitted,39,N,,,-907,14,,Y,PRISM Batch Upload
WC-2023002432,DLR-014,3AKKHLDR5R1196,FLT-0011,DLR-014-TECH-04,2023-11-15,2023-11-14,2023,11,Q4,399337,Western Star 47X,2023,Campaign/Recall,Brake warning indicator,5429.69,4.2,525.0,5954.69,2,Resealed Turbocharger Assembly. Resealed DPF Filter Element. Verified repair and road tested.,Escalated,34,N,,,1778,13,CAMP-0006,Y,PRISM Manual Entry
WC-2023002433,DLR-001,3AKKGLDR0S1098,FLT-0039,DLR-001-TECH-13,2025-09-22,2025-09-19,2025,9,Q3,435840,Freightliner 108SD,2023,Extended Warranty,Electrical intermittent fault,2174.5,8.7,1087.5,3262.0,3,Overhauled Alternator Assembly. Replaced Fan Clutch Assembly. Inspected and repaired ABS Sensor. Verified repair and road tested.,Under Review,18,N,,,14,19,,N,API
WC-2023002434,DLR-017,3AKLHLDR3D1050,FLT-0014,DLR-017-TECH-04,2025-06-02,2025-05-31,2025,6,Q2,423918,Western Star 49X,2024,Extended Warranty,Fuel economy degradation,3301.51,3.0,375.0,3676.51,2,Cleaned and reinstalled Fuel Injector (each). Cleaned and reinstalled Door Latch Assembly. Verified repair and road tested.,Rejected,20,N,,,452,11,,N,API
WC-2023002435,DLR-020,3AKKGLDR7Q1188,FLT-0015,DLR-020-TECH-02,2023-04-27,2023-04-25,2023,4,Q2,77084,Freightliner M2 106,2023,Base Warranty,DEF quality warning,2146.98,1.8,225.0,2371.98,1,Recalibrated High Pressure Fuel Pump. Verified repair and road tested.,Under Review,27,N,,,832,13,,N,PRISM Batch Upload
WC-2023002436,DLR-005,3AKKGLDR8O1113,FLT-0033,DLR-005-TECH-04,2023-01-20,2023-01-19,2023,1,Q1,439888,Freightliner M2 112,2024,Campaign/Recall,DPF regeneration failure,1252.14,2.4,300.0,1552.14,1,Inspected and repaired Oil Cooler. Verified repair and road tested.,Submitted,18,N,,,1649,8,CAMP-0008,N,API
WC-2023002437,DLR-016,3AKJHLDR1E1037,FLT-0019,DLR-016-TECH-08,2023-07-20,2023-07-19,2023,7,Q3,44848,Freightliner 114SD,2024,Extended Warranty,AC not cooling,7240.14,9.1,1137.5,8377.64,3,Diagnosed and replaced Clutch Assembly. Inspected and repaired Transmission Control Module. Overhauled DEF Dosing Unit. Verified repair and road tested.,Rejected,39,N,,,1463,12,,Y,API
WC-2023002438,DLR-007,3AKJGLDR6H1123,FLT-0008,DLR-007-TECH-14,2024-02-16,2024-02-15,2024,2,Q1,272793,Freightliner Cascadia,2024,Extended Warranty,Overheating at idle,4411.76,6.3,787.5,5199.26,2,Resealed Starter Motor. Resealed Turbocharger Assembly. Verified repair and road tested.,Under Review,56,Y,tier1_systematic,subtle_labor_inflation|high_value_part_preference,1365,19,,N,Mobile App
WC-2023002439,DLR-015,3AKLGLDR6U1040,FLT-0024,DLR-015-TECH-01,2023-01-09,2023-01-02,2023,1,Q1,41925,Freightliner M2 112,2023,Emissions Warranty,Excessive exhaust smoke,2917.37,3.1,387.5,3304.87,1,Inspected and repaired EGR Cooler Assembly. Verified repair and road tested.,Rejected,40,N,,,1210,13,,N,PRISM Batch Upload
WC-2023002440,DLR-007,3AKLHLDR8M1100,FLT-0036,DLR-007-TECH-09,2024-05-06,2024-05-02,2024,5,Q2,284559,Western Star 49X,2023,Goodwill,Fuel economy degradation,966.25,3.8,475.0,1441.25,1,Inspected and repaired Air Compressor. Verified repair and road tested.,Under Review,71,Y,tier1_systematic,subtle_labor_inflation|subtle_parts_inflation,842,15,,N,PRISM Manual Entry
WC-2023002441,DLR-010,3AKLGLDR1U1105,FLT-0021,DLR-010-TECH-07,2024-03-27,2024-03-26,2024,3,Q1,228589,Freightliner 108SD,2023,Extended Warranty,Coolant leak detected,6123.43,7.4,925.0,7048.43,3,Recalibrated Clutch Assembly. Cleaned and reinstalled Transmission Control Module. Diagnosed and replaced Fuel Filter Housing. Verified repair and road tested.,Under Review,24,N,,,577,13,,Y,PRISM Batch Upload
WC-2023002442,DLR-016,3AKLGLDR2J1073,FLT-0039,DLR-016-TECH-01,2024-02-07,2024-02-06,2024,2,Q1,317118,Freightliner Cascadia,2022,Base Warranty,Turbo boost pressure low,2744.94,4.0,500.0,3244.94,2,Replaced SCR Catalyst. Recalibrated Slack Adjuster. Verified repair and road tested.,Approved,18,N,,,203,6,,N,Mobile App
WC-2023002443,DLR-010,3AKLGLDR6Z1142,FLT-0016,DLR-010-TECH-09,2025-10-15,2025-10-13,2025,10,Q4,329649,Freightliner Cascadia,2023,Base Warranty,Vibration at highway speed,679.59,2.0,250.0,929.59,1,Recalibrated NOx Sensor. Verified repair and road tested.,Approved,10,N,,,350,10,,N,Mobile App
WC-2023002444,DLR-008,3AKJGLDR4B1044,FLT-0038,DLR-008-TECH-05,2024-10-01,2024-09-30,2024,10,Q4,376212,Freightliner 108SD,2023,Campaign/Recall,Hard starting in cold weather,626.74,1.8,225.0,851.74,1,Recalibrated Coolant Pump. Verified repair and road tested.,Under Review,3,N,,,254,9,CAMP-0001,N,PRISM Manual Entry
WC-2023002445,DLR-003,3AKJHLDR0G1132,FLT-0018,DLR-003-TECH-03,2023-04-18,2023-04-13,2023,4,Q2,104967,Freightliner Cascadia,2021,Extended Warranty,Unusual noise from engine bay,208.73,2.0,250.0,458.73,1,Replaced Door Latch Assembly. Verified repair and road tested.,Escalated,18,N,,,558,23,,N,PRISM Batch Upload
WC-2023002446,DLR-004,3AKLHLDR1V1104,FLT-0027,DLR-004-TECH-05,2025-12-16,2025-12-10,2025,12,Q4,328565,Freightliner Cascadia,2021,Base Warranty,Check engine light on,173.83,2.3,287.5,461.33,1,Diagnosed and replaced Slack Adjuster. Verified repair and road tested.,Submitted,6,N,,,-622,9,,N,PRISM Batch Upload
WC-2023002447,DLR-009,3AKKGLDR8D1069,FLT-0004,DLR-009-TECH-04,2025-01-11,2025-01-11,2025,1,Q1,285851,Freightliner 114SD,2024,Base Warranty,Electrical intermittent fault,2354.14,3.7,462.5,2816.64,3,Replaced Wiring Harness - Engine. Cleaned and reinstalled Driveshaft U-Joint. Replaced Cab Air Spring. Verified repair and road tested.,Under Review,9,N,,,890,36,,N,PRISM Batch Upload
WC-2023002448,DLR-008,3AKJHLDR3U1087,FLT-0023,DLR-008-TECH-05,2024-12-09,2024-12-07,2024,12,Q4,270999,Freightliner M2 106,2023,Base Warranty,Fuel economy degradation,3572.14,4.6,575.0,4147.14,2,Diagnosed and replaced Brake Caliper Assembly. Inspected and repaired Clutch Assembly. Verified repair and road tested.,Rejected,34,N,,,1420,8,,Y,PRISM Batch Upload
WC-2023002449,DLR-015,3AKLGLDR4V1130,FLT-0037,DLR-015-TECH-02,2023-09-03,2023-09-02,2023,9,Q3,217449,Freightliner M2 112,2023,Campaign/Recall,Unusual noise from engine bay,1897.65,1.9,237.5,2135.15,1,Diagnosed and replaced Wiring Harness - Engine. Verified repair and road tested.,Escalated,13,N,,,926,5,CAMP-0003,N,PRISM Batch Upload
WC-2023002450,DLR-019,3AKLGLDR9X1016,FLT-0028,DLR-019-TECH-06,2024-06-25,2024-06-21,2024,6,Q2,365463,Freightliner 114SD,2024,Extended Warranty,Oil pressure warning,4379.91,4.0,500.0,4879.91,2,Recalibrated EGR Cooler Assembly. Overhauled Fuel Injector (each). Verified repair and road tested.,Under Review,26,N,,,1015,15,,Y,PRISM Batch Upload
WC-2023002451,DLR-007,3AKJGLDR4P1093,FLT-0038,DLR-007-TECH-02,2023-12-06,2023-12-05,2023,12,Q4,4658,Freightliner Cascadia,2024,Base Warranty,Loss of power under load,4563.31,4.9,612.5,5175.81,2,Inspected and repaired Clutch Assembly. Recalibrated DPF Filter Element. Verified repair and road tested.,Under Review,30,N,,,2201,11,,Y,Mobile App
WC-2023002452,DLR-006,3AKJHLDR3W1161,FLT-0029,DLR-006-TECH-08,2023-11-02,2023-11-01,2023,11,Q4,49252,Freightliner 114SD,2024,Emissions Warranty,Coolant leak detected,676.47,2.5,312.5,988.97,1,Replaced NOx Sensor. Verified repair and road tested.,Rejected,30,N,,,1269,20,,N,PRISM Batch Upload
WC-2023002453,DLR-018,3AKJHLDR6W1085,FLT-0009,DLR-018-TECH-07,2025-05-04,2025-05-02,2025,5,Q2,59748,Freightliner 108SD,2023,Base Warranty,Transmission fault code,4450.62,6.5,812.5,5263.12,2,Replaced DEF Dosing Unit. Recalibrated Transmission Control Module. Verified repair and road tested.,Rejected,19,N,,,1265,8,,Y,PRISM Batch Upload
WC-2023002454,DLR-018,3AKJHLDR6W1085,FLT-0009,DLR-018-TECH-07,2025-04-16,2025-04-16,2025,4,Q2,58674,Freightliner 108SD,2023,Campaign/Recall,Brake warning indicator,3046.22,5.5,687.5,3733.72,2,Diagnosed and replaced Starter Motor. Overhauled DPF Filter Element. Verified repair and road tested.,Under Review,17,N,,,1283,9,CAMP-0001,N,Mobile App
WC-2023002455,DLR-008,3AKJHLDR6M1158,FLT-0026,DLR-008-TECH-06,2025-12-09,2025-12-04,2025,12,Q4,383775,Freightliner 114SD,2024,Goodwill,DEF quality warning,1183.05,2.7,337.5,1520.55,1,Replaced Brake Caliper Assembly. Verified repair and road tested.,Escalated,33,N,,,1397,17,,N,PRISM Batch Upload
WC-2023002456,DLR-004,3AKLHLDR4Q1019,FLT-0030,DLR-004-TECH-06,2024-05-10,2024-05-03,2024,5,Q2,14174,Freightliner M2 112,2024,Goodwill,Brake warning indicator,1761.49,3.6,450.0,2211.49,1,Cleaned and reinstalled Intercooler. Verified repair and road tested.,Rejected,19,N,,,1978,11,,N,Mobile App
WC-2023002457,DLR-011,3AKKGLDR1G1180,FLT-0021,DLR-011-TECH-01,2024-08-12,2024-08-09,2024,8,Q3,67115,Western Star 47X,2023,Extended Warranty,Oil pressure warning,1305.1,5.2,650.0,1955.1,3,Resealed Thermostat Housing. Replaced Fuel Filter Housing. Cleaned and reinstalled NOx Sensor. Verified repair and road tested.,Submitted,20,N,,,251,6,,N,PRISM Batch Upload
WC-2023002458,DLR-016,3AKLGLDR7U1159,FLT-0021,DLR-016-TECH-01,2023-11-18,2023-11-15,2023,11,Q4,112977,Freightliner M2 112,2024,Campaign/Recall,ABS fault light,5877.63,7.9,987.5,6865.13,3,Resealed DEF Dosing Unit. Resealed SCR Catalyst. Overhauled Intercooler. Verified repair and road tested.,Submitted,26,N,,,1400,12,CAMP-0004,Y,PRISM Batch Upload
WC-2023002459,DLR-002,3AKKHLDR1C1197,FLT-0019,DLR-002-TECH-01,2025-06-14,2025-06-09,2025,6,Q2,40800,Freightliner Cascadia,2022,Goodwill,Overheating at idle,2317.11,1.1,137.5,2454.61,1,Diagnosed and replaced Fuel Injector (each). Verified repair and road tested.,Escalated,39,N,,,755,28,,N,Mobile App
WC-2023002460,DLR-013,3AKLGLDR7L1081,FLT-0037,DLR-013-TECH-01,2023-01-19,2023-01-18,2023,1,Q1,284879,Freightliner M2 106,2023,Campaign/Recall,Turbo boost pressure low,2119.95,2.5,312.5,2432.45,1,Inspected and repaired DPF Filter Element. Verified repair and road tested.,Approved,53,Y,tier1_systematic,subtle_labor_inflation|subtle_parts_inflation|no_pre_authorization,964,21,CAMP-0006,N,PRISM Manual Entry
WC-2023002461,DLR-010,3AKKHLDR2B1014,FLT-0031,DLR-010-TECH-11,2025-02-02,2025-01-27,2025,2,Q1,221766,Western Star 49X,2024,Base Warranty,Vibration at highway speed,4617.67,6.5,812.5,5430.17,3,Overhauled Alternator Assembly. Cleaned and reinstalled DEF Dosing Unit. Overhauled High Pressure Fuel Pump. Verified repair and road tested.,Rejected,15,N,,,508,8,,Y,API
WC-2023002462,DLR-001,3AKLGLDR4R1024,FLT-0039,DLR-001-TECH-14,2024-06-08,2024-06-03,2024,6,Q2,462228,Freightliner Cascadia,2022,Base Warranty,Fuel economy degradation,3808.6,5.8,725.0,4533.6,2,Recalibrated NOx Sensor. Inspected and repaired Transmission Control Module. Verified repair and road tested.,Approved,11,N,,,-117,10,,Y,API
WC-2023002463,DLR-013,3AKKGLDR8E1115,FLT-0029,DLR-013-TECH-01,2023-05-21,2023-05-18,2023,5,Q2,279676,Freightliner M2 106,2023,Base Warranty,DPF regeneration failure,306.51,0.6,75.0,381.51,1,Cleaned and reinstalled Driveshaft U-Joint. Verified repair and road tested.,Escalated,8,N,,,1191,19,,N,API
WC-2023002464,DLR-009,3AKJGLDR4S1020,FLT-0002,DLR-009-TECH-02,2023-08-27,2023-08-24,2023,8,Q3,333599,Western Star 49X,2024,Extended Warranty,Transmission fault code,4163.73,4.8,600.0,4763.73,2,Resealed SCR Catalyst. Resealed DEF Dosing Unit. Verified repair and road tested.,Submitted,11,N,,,2050,40,,Y,PRISM Batch Upload
WC-2023002465,DLR-007,3AKLHLDR7Y1023,FLT-0034,DLR-007-TECH-02,2024-09-27,2024-09-27,2024,9,Q3,164355,Freightliner Cascadia,2021,Emissions Warranty,DEF quality warning,7510.1,8.0,1000.0,8510.1,3,Resealed SCR Catalyst. Overhauled EGR Cooler Assembly. Recalibrated Oil Cooler. Verified repair and road tested.,Rejected,57,Y,tier1_systematic,subtle_labor_inflation|subtle_parts_inflation|batch_upload_pattern,-545,18,,Y,PRISM Batch Upload
WC-2023002466,DLR-018,3AKLGLDR1Q1133,FLT-0022,DLR-018-TECH-02,2024-09-13,2024-09-10,2024,9,Q3,442737,Western Star 47X,2022,Campaign/Recall,Oil pressure warning,2277.59,8.6,1075.0,3352.59,3,Overhauled ABS Sensor. Overhauled Fan Clutch Assembly. Diagnosed and replaced DEF Dosing Unit. Verified repair and road tested.,Approved,32,N,,,-35,8,CAMP-0004,N,PRISM Batch Upload
WC-2023002467,DLR-005,3AKKHLDR2C1138,FLT-0018,DLR-005-TECH-06,2025-10-08,2025-10-08,2025,10,Q4,257208,Freightliner Cascadia,2023,Policy Adjustment,Oil pressure warning,1659.65,7.6,950.0,2609.65,2,Recalibrated Air Compressor. Inspected and repaired Fan Clutch Assembly. Verified repair and road tested.,Approved,40,N,,,223,7,,N,Mobile App
WC-2023002468,DLR-003,3AKKGLDR4N1137,FLT-0039,DLR-003-TECH-03,2024-04-04,2024-04-04,2024,4,Q2,321392,Western Star 49X,2023,Extended Warranty,AC not cooling,1723.05,6.7,837.5,2560.55,2,Cleaned and reinstalled Fan Clutch Assembly. Overhauled Starter Motor. Verified repair and road tested.,Under Review,20,N,,,561,24,,N,PRISM Manual Entry
WC-2023002469,DLR-007,3AKKHLDR1O1146,FLT-0034,DLR-007-TECH-02,2023-11-25,2023-11-21,2023,11,Q4,431135,Freightliner M2 112,2024,Campaign/Recall,Electrical intermittent fault,3202.43,6.2,775.0,3977.43,3,Recalibrated Wiring Harness - Engine. Recalibrated Alternator Assembly. Overhauled Door Latch Assembly. Verified repair and road tested.,Escalated,10,N,,,1042,15,CAMP-0010,Y,PRISM Batch Upload
